ts,tile,value
2025-04-27T11:34:16.804702+00:00,tile1,-321366
2025-04-27T11:34:17.433294+00:00,tile11,184085
2025-04-27T11:34:17.438612+00:00,tile18,-6492
2025-04-27T11:34:17.443530+00:00,tile17,-320
2025-04-27T11:34:18.265735+00:00,tile2,-216839
2025-04-27T11:34:18.418872+00:00,tile15,-1438
2025-04-27T11:34:18.425499+00:00,tile3,-227485
2025-04-27T11:34:18.909365+00:00,tile5,-2874
2025-04-27T11:34:19.741802+00:00,tile6,1861
2025-04-27T11:34:19.747725+00:00,tile4,15028
2025-04-27T11:34:23.929159+00:00,tile13,11724
2025-04-27T11:34:24.400744+00:00,tile10,-139919
2025-04-27T11:34:24.716832+00:00,tile9,192180
2025-04-27T11:34:26.008169+00:00,tile8,-223341
2025-04-27T11:34:26.508250+00:00,tile16,-172017
2025-04-27T11:34:26.808135+00:00,tile14,-259
2025-04-27T11:34:26.813876+00:00,tile1,-321386
2025-04-27T11:34:27.486379+00:00,tile11,184089
2025-04-27T11:34:27.490709+00:00,tile18,-6427
2025-04-27T11:34:27.495729+00:00,tile17,-303
2025-04-27T11:34:28.471835+00:00,tile2,-216888
2025-04-27T11:34:28.477848+00:00,tile15,-1440
2025-04-27T11:34:28.482837+00:00,tile3,-227531
2025-04-27T11:34:29.119829+00:00,tile5,-2865
2025-04-27T11:34:29.470339+00:00,tile6,1867
2025-04-27T11:34:29.745348+00:00,tile4,15086
2025-04-27T11:34:30.623492+00:00,tile3,-105582
2025-04-27T11:34:30.901093+00:00,tile3,215225
2025-04-27T11:34:30.905746+00:00,tile2,-30617
2025-04-27T11:34:30.910510+00:00,tile3,795656
2025-04-27T11:34:31.442421+00:00,tile2,88120
2025-04-27T11:34:31.765573+00:00,tile3,594338
2025-04-27T11:34:31.770676+00:00,tile3,384466
2025-04-27T11:34:31.775768+00:00,tile3,68427
2025-04-27T11:34:31.780809+00:00,tile3,-180815
2025-04-27T11:34:31.785911+00:00,tile2,226064
2025-04-27T11:34:31.789560+00:00,tile2,119051
2025-04-27T11:34:31.794147+00:00,tile2,-102518
2025-04-27T11:34:31.797883+00:00,tile2,-207655
2025-04-27T11:34:35.953207+00:00,tile9,314545
2025-04-27T11:34:35.968341+00:00,tile9,748440
2025-04-27T11:34:35.978979+00:00,tile9,1282943
2025-04-27T11:34:35.987119+00:00,tile9,1489675
2025-04-27T11:34:35.998355+00:00,tile9,1358710
2025-04-27T11:34:36.010266+00:00,tile9,1148034
2025-04-27T11:34:36.020386+00:00,tile9,822004
2025-04-27T11:34:36.034570+00:00,tile9,381521
2025-04-27T11:34:36.048013+00:00,tile9,192912
2025-04-27T11:34:36.059554+00:00,tile9,192511
2025-04-27T11:34:36.068988+00:00,tile13,11590
2025-04-27T11:34:36.077738+00:00,tile10,-139872
2025-04-27T11:34:36.352464+00:00,tile8,-221919
2025-04-27T11:34:42.003695+00:00,tile5,-2915
2025-04-27T11:34:42.019589+00:00,tile6,1818
2025-04-27T11:34:42.024093+00:00,tile17,-301
2025-04-27T11:34:42.028537+00:00,tile18,-6409
2025-04-27T11:34:42.032686+00:00,tile16,-172397
2025-04-27T11:34:42.036187+00:00,tile14,-335
2025-04-27T11:34:42.040125+00:00,tile1,-321125
2025-04-27T11:34:42.043525+00:00,tile11,184042
2025-04-27T11:34:42.046714+00:00,tile2,-216786
2025-04-27T11:34:42.051453+00:00,tile3,-227333
2025-04-27T11:34:42.055956+00:00,tile3,123634
2025-04-27T11:34:42.060398+00:00,tile3,697624
2025-04-27T11:34:42.065335+00:00,tile3,1023236
2025-04-27T11:34:42.069952+00:00,tile3,887282
2025-04-27T11:34:42.074610+00:00,tile15,-1448
2025-04-27T11:34:42.079023+00:00,tile4,15045
2025-04-27T11:34:42.083106+00:00,tile9,438089
2025-04-27T11:34:42.087459+00:00,tile9,1114073
2025-04-27T11:34:42.090523+00:00,tile9,1627782
2025-04-27T11:34:42.094163+00:00,tile9,1442997
2025-04-27T11:34:42.098783+00:00,tile9,319624
2025-04-27T11:34:42.102466+00:00,tile9,195019
2025-04-27T11:34:42.270078+00:00,tile3,603080
2025-04-27T11:34:42.274409+00:00,tile3,48232
2025-04-27T11:34:42.278074+00:00,tile3,-227833
2025-04-27T11:34:46.194617+00:00,tile8,-222289
2025-04-27T11:34:50.303097+00:00,tile13,11906
2025-04-27T11:34:50.314589+00:00,tile11,184092
2025-04-27T11:34:50.325335+00:00,tile10,-139902
2025-04-27T11:34:50.334652+00:00,tile9,192764
2025-04-27T11:34:50.338336+00:00,tile6,1882
2025-04-27T11:34:50.341720+00:00,tile15,-1437
2025-04-27T11:34:50.345359+00:00,tile16,-172644
2025-04-27T11:34:50.349091+00:00,tile1,-321168
2025-04-27T11:34:50.352871+00:00,tile14,-279
2025-04-27T11:34:50.357842+00:00,tile2,-217116
2025-04-27T11:34:50.362216+00:00,tile18,-6399
2025-04-27T11:34:50.366735+00:00,tile17,-313
2025-04-27T11:34:50.371092+00:00,tile3,-227624
2025-04-27T11:34:50.375517+00:00,tile5,-2923
2025-04-27T11:34:50.380841+00:00,tile4,15088
2025-04-27T11:34:57.906850+00:00,tile13,11545
2025-04-27T11:34:57.913180+00:00,tile10,-139933
2025-04-27T11:34:57.918483+00:00,tile9,192715
2025-04-27T11:34:57.923942+00:00,tile8,-223110
2025-04-27T11:34:57.929336+00:00,tile16,-172680
2025-04-27T11:34:57.933481+00:00,tile14,-253
2025-04-27T11:34:57.937571+00:00,tile1,-318889
2025-04-27T11:34:57.941294+00:00,tile11,184134
2025-04-27T11:34:57.945230+00:00,tile18,-6498
2025-04-27T11:34:57.949965+00:00,tile17,-318
2025-04-27T11:34:57.955922+00:00,tile2,-217101
2025-04-27T11:35:01.926566+00:00,tile6,1834
2025-04-27T11:35:01.936156+00:00,tile3,-227684
2025-04-27T11:35:01.944969+00:00,tile5,-2966
2025-04-27T11:35:01.953537+00:00,tile4,15115
2025-04-27T11:35:01.957510+00:00,tile15,-1421
2025-04-27T11:35:04.096696+00:00,tile1,-199613
2025-04-27T11:35:04.101269+00:00,tile1,-91242
2025-04-27T11:35:04.106193+00:00,tile13,11850
2025-04-27T11:35:04.110194+00:00,tile1,-216488
2025-04-27T11:35:05.060804+00:00,tile10,-139903
2025-04-27T11:35:05.421864+00:00,tile9,192622
2025-04-27T11:35:06.328773+00:00,tile1,-103567
2025-04-27T11:35:06.334515+00:00,tile8,-223157
2025-04-27T11:35:06.844501+00:00,tile16,-172604
2025-04-27T11:35:07.007150+00:00,tile14,-306
2025-04-27T11:35:07.012434+00:00,tile1,-28804
2025-04-27T11:35:07.641594+00:00,tile18,-6366
2025-04-27T11:35:08.017652+00:00,tile11,184069
2025-04-27T11:35:08.047652+00:00,tile17,-305
2025-04-27T11:35:08.066840+00:00,tile2,-218120
2025-04-27T11:35:08.094398+00:00,tile15,-1424
2025-04-27T11:35:09.315487+00:00,tile3,-227689
2025-04-27T11:35:10.031455+00:00,tile5,-2842
2025-04-27T11:35:10.036402+00:00,tile6,1834
2025-04-27T11:35:10.040072+00:00,tile4,15073
2025-04-27T11:35:13.926558+00:00,tile13,11760
2025-04-27T11:35:14.399946+00:00,tile10,-139974
2025-04-27T11:35:14.656369+00:00,tile9,192676
2025-04-27T11:35:16.007451+00:00,tile8,-222399
2025-04-27T11:35:16.504242+00:00,tile16,-172646
2025-04-27T11:35:16.894130+00:00,tile14,-284
2025-04-27T11:35:16.900219+00:00,tile1,-26786
2025-04-27T11:35:17.605665+00:00,tile11,184126
2025-04-27T11:35:17.611444+00:00,tile18,-6434
2025-04-27T11:35:17.628208+00:00,tile17,-324
2025-04-27T11:35:18.463778+00:00,tile2,-218144
2025-04-27T11:35:18.467785+00:00,tile15,-1433
2025-04-27T11:35:18.681327+00:00,tile3,-227650
2025-04-27T11:35:18.686930+00:00,tile5,-2852
2025-04-27T11:35:19.968122+00:00,tile6,1846
2025-04-27T11:35:19.973264+00:00,tile4,15098
2025-04-27T11:35:23.935185+00:00,tile13,11849
2025-04-27T11:35:24.510439+00:00,tile10,-139957
2025-04-27T11:35:24.842085+00:00,tile9,192639
2025-04-27T11:35:26.006908+00:00,tile8,-224071
2025-04-27T11:35:26.503331+00:00,tile16,-172674
2025-04-27T11:35:26.779651+00:00,tile14,-300
2025-04-27T11:35:26.785147+00:00,tile1,-26625
2025-04-27T11:35:27.481281+00:00,tile11,184076
2025-04-27T11:35:27.487184+00:00,tile18,-6466
2025-04-27T11:35:27.492242+00:00,tile17,-306
2025-04-27T11:35:29.349257+00:00,tile2,-218121
2025-04-27T11:35:29.355361+00:00,tile15,-1417
2025-04-27T11:35:29.360676+00:00,tile3,-227615
2025-04-27T11:35:29.364969+00:00,tile5,-2881
2025-04-27T11:35:30.694994+00:00,tile6,1792
2025-04-27T11:35:30.700561+00:00,tile4,15129
2025-04-27T11:35:33.926137+00:00,tile13,11843
2025-04-27T11:35:34.398767+00:00,tile10,-139933
2025-04-27T11:35:34.696031+00:00,tile9,192686
2025-04-27T11:35:36.007163+00:00,tile8,-224803
2025-04-27T11:35:36.503467+00:00,tile16,-172614
2025-04-27T11:35:36.710119+00:00,tile14,-281
2025-04-27T11:35:36.715314+00:00,tile1,-27240
2025-04-27T11:35:37.401293+00:00,tile11,184097
2025-04-27T11:35:37.407353+00:00,tile18,-6523
2025-04-27T11:35:37.412729+00:00,tile17,-329
2025-04-27T11:35:38.330994+00:00,tile2,-218145
2025-04-27T11:35:38.335859+00:00,tile15,-1431
2025-04-27T11:35:39.064905+00:00,tile3,-227632
2025-04-27T11:35:39.069751+00:00,tile5,-2825
2025-04-27T11:35:39.705615+00:00,tile6,1787
2025-04-27T11:35:39.710619+00:00,tile4,15060
2025-04-27T11:35:43.927207+00:00,tile13,11357
2025-04-27T11:35:44.398772+00:00,tile10,-139879
2025-04-27T11:35:44.692730+00:00,tile9,192656
2025-04-27T11:35:46.008966+00:00,tile8,-225303
2025-04-27T11:35:46.502647+00:00,tile16,-172665
2025-04-27T11:35:46.798893+00:00,tile14,-277
2025-04-27T11:35:46.804036+00:00,tile1,-26109
2025-04-27T11:35:47.491891+00:00,tile11,184122
2025-04-27T11:35:47.497321+00:00,tile18,-6471
2025-04-27T11:35:47.501099+00:00,tile17,-315
2025-04-27T11:35:48.593673+00:00,tile2,-218156
2025-04-27T11:35:48.598810+00:00,tile15,-1427
2025-04-27T11:35:48.603454+00:00,tile3,-227669
2025-04-27T11:35:48.608035+00:00,tile5,-2855
2025-04-27T11:35:50.041837+00:00,tile6,1832
2025-04-27T11:35:50.046868+00:00,tile4,15076
2025-04-27T11:35:53.925722+00:00,tile13,11921
2025-04-27T11:35:54.399898+00:00,tile10,-139911
2025-04-27T11:35:54.848475+00:00,tile9,192644
2025-04-27T11:35:56.279703+00:00,tile8,-225225
2025-04-27T11:35:56.574457+00:00,tile16,-172592
2025-04-27T11:35:56.913595+00:00,tile14,-314
2025-04-27T11:35:56.918271+00:00,tile1,-27792
2025-04-27T11:35:57.670574+00:00,tile11,184153
2025-04-27T11:35:57.674167+00:00,tile18,-6401
2025-04-27T11:35:57.677992+00:00,tile17,-319
2025-04-27T11:35:58.511322+00:00,tile2,-218184
2025-04-27T11:35:58.514309+00:00,tile15,-1442
2025-04-27T11:35:58.742858+00:00,tile3,-227667
2025-04-27T11:35:58.747631+00:00,tile5,-2820
2025-04-27T11:36:00.361796+00:00,tile6,1827
2025-04-27T11:36:00.366161+00:00,tile4,15078
2025-04-27T11:36:03.217165+00:00,tile1,-218778
2025-04-27T11:36:03.221422+00:00,tile1,-319772
2025-04-27T11:36:03.924903+00:00,tile13,11745
2025-04-27T11:36:04.399149+00:00,tile10,-139929
2025-04-27T11:36:04.758480+00:00,tile9,192619
2025-04-27T11:36:06.006518+00:00,tile8,-225090
2025-04-27T11:36:06.507460+00:00,tile16,-172670
2025-04-27T11:36:06.895317+00:00,tile14,-321
2025-04-27T11:36:06.900661+00:00,tile1,-320153
2025-04-27T11:36:07.457610+00:00,tile18,-6406
2025-04-27T11:36:07.611285+00:00,tile11,184071
2025-04-27T11:36:07.617571+00:00,tile17,-315
2025-04-27T11:36:07.990784+00:00,tile2,-216894
2025-04-27T11:36:08.375941+00:00,tile15,-1437
2025-04-27T11:36:08.833855+00:00,tile3,-227656
2025-04-27T11:36:08.839635+00:00,tile5,-2884
2025-04-27T11:36:10.052353+00:00,tile6,1795
2025-04-27T11:36:10.057060+00:00,tile4,15107
2025-04-27T11:36:13.942718+00:00,tile13,11682
2025-04-27T11:36:14.402995+00:00,tile10,-139897
2025-04-27T11:36:14.775043+00:00,tile9,192734
2025-04-27T11:36:16.006263+00:00,tile8,-225406
2025-04-27T11:36:16.503919+00:00,tile16,-172633
2025-04-27T11:36:16.859284+00:00,tile14,-275
2025-04-27T11:36:16.865337+00:00,tile1,-319831
2025-04-27T11:36:17.663368+00:00,tile11,184095
2025-04-27T11:36:17.676790+00:00,tile18,-6484
2025-04-27T11:36:17.689009+00:00,tile17,-309
2025-04-27T11:36:19.447685+00:00,tile2,-216803
2025-04-27T11:36:19.457324+00:00,tile15,-1435
2025-04-27T11:36:19.462936+00:00,tile3,-227753
2025-04-27T11:36:19.468400+00:00,tile5,-2864
2025-04-27T11:36:19.501302+00:00,tile6,1844
2025-04-27T11:36:21.059856+00:00,tile4,15107
2025-04-27T11:36:23.924464+00:00,tile13,11865
2025-04-27T11:36:24.399099+00:00,tile10,-139892
2025-04-27T11:36:24.671256+00:00,tile9,192662
2025-04-27T11:36:26.842334+00:00,tile8,-225381
2025-04-27T11:36:27.485132+00:00,tile16,-172626
2025-04-27T11:36:27.491295+00:00,tile14,-314
2025-04-27T11:36:27.496372+00:00,tile1,-320040
2025-04-27T11:36:27.501002+00:00,tile11,184077
2025-04-27T11:36:27.504670+00:00,tile18,-6497
2025-04-27T11:36:27.635171+00:00,tile17,-305
2025-04-27T11:36:28.998901+00:00,tile15,-1433
2025-04-27T11:36:29.004118+00:00,tile2,-216923
2025-04-27T11:36:30.107441+00:00,tile3,-227689
2025-04-27T11:36:30.112701+00:00,tile5,-2831
2025-04-27T11:36:30.116675+00:00,tile4,15064
2025-04-27T11:36:30.121735+00:00,tile6,1851
2025-04-27T11:36:33.932464+00:00,tile13,11942
2025-04-27T11:36:34.402672+00:00,tile10,-139933
2025-04-27T11:36:34.837092+00:00,tile9,192723
2025-04-27T11:36:36.013693+00:00,tile8,-225496
2025-04-27T11:36:36.520841+00:00,tile16,-172651
2025-04-27T11:36:36.826313+00:00,tile14,-257
2025-04-27T11:36:36.831535+00:00,tile1,-320030
2025-04-27T11:36:37.883957+00:00,tile11,184174
2025-04-27T11:36:37.889584+00:00,tile18,-6448
2025-04-27T11:36:37.894620+00:00,tile17,-320
2025-04-27T11:36:37.899903+00:00,tile2,-216823
2025-04-27T11:36:39.213819+00:00,tile15,-1435
2025-04-27T11:36:39.217649+00:00,tile3,-227693
2025-04-27T11:36:39.221052+00:00,tile5,-2791
2025-04-27T11:36:39.980360+00:00,tile6,1804
2025-04-27T11:36:40.520396+00:00,tile4,15011
2025-04-27T11:36:43.924140+00:00,tile13,11680
2025-04-27T11:36:45.181865+00:00,tile10,-139935
2025-04-27T11:36:45.717582+00:00,tile9,192749
2025-04-27T11:36:46.355624+00:00,tile8,-225642
2025-04-27T11:36:46.859127+00:00,tile16,-172713
2025-04-27T11:36:46.864436+00:00,tile14,-289
2025-04-27T11:36:46.869507+00:00,tile1,-319970
2025-04-27T11:36:48.152906+00:00,tile11,184112
2025-04-27T11:36:48.157134+00:00,tile18,-6456
2025-04-27T11:36:48.165008+00:00,tile17,-310
2025-04-27T11:36:48.169169+00:00,tile2,-216877
2025-04-27T11:36:48.172992+00:00,tile15,-1410
2025-04-27T11:36:49.283370+00:00,tile3,-227635
2025-04-27T11:36:49.804874+00:00,tile5,-2888
2025-04-27T11:36:49.810073+00:00,tile6,1852
2025-04-27T11:36:49.815299+00:00,tile4,15065
2025-04-27T11:36:53.935160+00:00,tile13,12067
2025-04-27T11:36:54.412660+00:00,tile10,-139882
2025-04-27T11:36:54.874628+00:00,tile9,192709
2025-04-27T11:36:56.006034+00:00,tile8,-225446
2025-04-27T11:36:56.500453+00:00,tile16,-172618
2025-04-27T11:36:56.809614+00:00,tile14,-307
2025-04-27T11:36:56.815181+00:00,tile1,-319932
2025-04-27T11:36:57.483853+00:00,tile11,184042
2025-04-27T11:36:57.488896+00:00,tile18,-6507
2025-04-27T11:36:57.494874+00:00,tile17,-320
2025-04-27T11:36:58.599296+00:00,tile2,-216777
2025-04-27T11:36:58.604288+00:00,tile15,-1409
2025-04-27T11:36:58.608706+00:00,tile3,-227649
2025-04-27T11:36:58.614074+00:00,tile5,-2827
2025-04-27T11:37:02.159317+00:00,tile6,1897
2025-04-27T11:37:02.164321+00:00,tile4,15122
2025-04-27T11:37:04.188308+00:00,tile13,11857
2025-04-27T11:37:04.577065+00:00,tile10,-139931
2025-04-27T11:37:04.964304+00:00,tile9,192705
2025-04-27T11:37:06.065403+00:00,tile8,-225680
2025-04-27T11:37:06.773407+00:00,tile16,-172706
2025-04-27T11:37:06.787328+00:00,tile14,-229
2025-04-27T11:37:06.793833+00:00,tile1,-319850
2025-04-27T11:37:07.958028+00:00,tile11,184110
2025-04-27T11:37:07.964406+00:00,tile18,-6501
2025-04-27T11:37:07.969935+00:00,tile17,-317
2025-04-27T11:37:07.974374+00:00,tile2,-216757
2025-04-27T11:37:08.388949+00:00,tile15,-1419
2025-04-27T11:37:09.145737+00:00,tile3,-227656
2025-04-27T11:37:09.633084+00:00,tile5,-2819
2025-04-27T11:37:09.637714+00:00,tile6,1884
2025-04-27T11:37:09.642866+00:00,tile4,15054
2025-04-27T11:37:13.932392+00:00,tile13,11733
2025-04-27T11:37:14.408040+00:00,tile10,-139857
2025-04-27T11:37:14.826485+00:00,tile9,192752
2025-04-27T11:37:16.004577+00:00,tile8,-222998
2025-04-27T11:37:16.500194+00:00,tile16,-172704
2025-04-27T11:37:16.743994+00:00,tile14,-278
2025-04-27T11:37:16.748589+00:00,tile1,-319973
2025-04-27T11:37:18.177031+00:00,tile11,184117
2025-04-27T11:37:18.182574+00:00,tile18,-6490
2025-04-27T11:37:18.187254+00:00,tile17,-314
2025-04-27T11:37:18.538150+00:00,tile2,-216744
2025-04-27T11:37:18.543553+00:00,tile15,-1404
2025-04-27T11:37:19.078386+00:00,tile3,-227716
2025-04-27T11:37:20.157493+00:00,tile5,-2917
2025-04-27T11:37:20.162263+00:00,tile6,1825
2025-04-27T11:37:21.086895+00:00,tile4,15097
2025-04-27T11:37:23.935669+00:00,tile13,11978
2025-04-27T11:37:24.407918+00:00,tile10,-139901
2025-04-27T11:37:24.764005+00:00,tile9,192766
2025-04-27T11:37:26.017299+00:00,tile8,-220978
2025-04-27T11:37:26.508388+00:00,tile16,-172652
2025-04-27T11:37:26.877002+00:00,tile14,-267
2025-04-27T11:37:26.882533+00:00,tile1,-319896
2025-04-27T11:37:27.565654+00:00,tile11,184070
2025-04-27T11:37:27.571938+00:00,tile18,-6415
2025-04-27T11:37:27.580333+00:00,tile17,-325
2025-04-27T11:37:28.441196+00:00,tile2,-216830
2025-04-27T11:37:28.446306+00:00,tile15,-1422
2025-04-27T11:37:28.635745+00:00,tile3,-227673
2025-04-27T11:37:28.640862+00:00,tile5,-2894
2025-04-27T11:37:29.909188+00:00,tile6,1818
2025-04-27T11:37:29.914971+00:00,tile4,15029
2025-04-27T11:37:33.922449+00:00,tile13,11756
2025-04-27T11:37:34.395627+00:00,tile10,-139898
2025-04-27T11:37:34.793678+00:00,tile9,192746
2025-04-27T11:37:36.745084+00:00,tile16,-172684
2025-04-27T11:37:36.750885+00:00,tile8,-221879
2025-04-27T11:37:36.892967+00:00,tile14,-255
2025-04-27T11:37:36.897548+00:00,tile1,-319860
2025-04-27T11:37:37.940504+00:00,tile17,-313
2025-04-27T11:37:37.946119+00:00,tile11,184096
2025-04-27T11:37:37.949621+00:00,tile18,-6365
2025-04-27T11:37:38.426355+00:00,tile2,-216854
2025-04-27T11:37:38.430958+00:00,tile15,-1417
2025-04-27T11:37:38.435313+00:00,tile3,-227653
2025-04-27T11:37:40.484749+00:00,tile5,-2783
2025-04-27T11:37:41.600034+00:00,tile6,1757
2025-04-27T11:37:41.613688+00:00,tile4,15100
2025-04-27T11:37:43.942066+00:00,tile13,11651
2025-04-27T11:37:44.409674+00:00,tile10,-139910
2025-04-27T11:37:44.810066+00:00,tile9,192747
2025-04-27T11:37:46.054594+00:00,tile8,-223137
2025-04-27T11:37:46.684747+00:00,tile16,-172664
2025-04-27T11:37:46.708590+00:00,tile14,-328
2025-04-27T11:37:46.714206+00:00,tile1,-319853
2025-04-27T11:37:47.909974+00:00,tile11,184126
2025-04-27T11:37:47.915257+00:00,tile18,-6408
2025-04-27T11:37:47.920827+00:00,tile17,-316
2025-04-27T11:37:47.926592+00:00,tile2,-216806
2025-04-27T11:37:49.307429+00:00,tile15,-1413
2025-04-27T11:37:49.312810+00:00,tile3,-227612
2025-04-27T11:37:49.318145+00:00,tile5,-2857
2025-04-27T11:37:49.583979+00:00,tile6,1853
2025-04-27T11:37:49.589535+00:00,tile4,15110
2025-04-27T11:37:53.921337+00:00,tile13,11509
2025-04-27T11:37:54.657781+00:00,tile10,-139921
2025-04-27T11:37:54.663934+00:00,tile9,192736
2025-04-27T11:37:56.561748+00:00,tile8,-223390
2025-04-27T11:37:56.926693+00:00,tile16,-172728
2025-04-27T11:37:57.406501+00:00,tile14,-243
2025-04-27T11:37:57.411635+00:00,tile1,-319877
2025-04-27T11:37:57.716932+00:00,tile11,184061
2025-04-27T11:37:57.723561+00:00,tile18,-6519
2025-04-27T11:37:57.729703+00:00,tile17,-320
2025-04-27T11:37:58.639754+00:00,tile2,-216754
2025-04-27T11:37:58.644701+00:00,tile15,-1447
2025-04-27T11:37:59.443766+00:00,tile3,-227674
2025-04-27T11:37:59.447541+00:00,tile5,-2859
2025-04-27T11:37:59.977933+00:00,tile6,1924
2025-04-27T11:37:59.986363+00:00,tile4,15080
2025-04-27T11:38:03.934762+00:00,tile13,11934
2025-04-27T11:38:04.405983+00:00,tile10,-139884
2025-04-27T11:38:04.831569+00:00,tile9,192774
2025-04-27T11:38:06.018233+00:00,tile8,-223972
2025-04-27T11:38:06.504587+00:00,tile16,-172642
2025-04-27T11:38:06.895801+00:00,tile14,-283
2025-04-27T11:38:06.900628+00:00,tile1,-319874
2025-04-27T11:38:07.630002+00:00,tile11,184097
2025-04-27T11:38:07.634751+00:00,tile18,-6477
2025-04-27T11:38:07.639145+00:00,tile17,-300
2025-04-27T11:38:08.521237+00:00,tile2,-216837
2025-04-27T11:38:08.526045+00:00,tile15,-1423
2025-04-27T11:38:08.749493+00:00,tile3,-227684
2025-04-27T11:38:08.754705+00:00,tile5,-2834
2025-04-27T11:38:10.378314+00:00,tile6,1879
2025-04-27T11:38:10.382463+00:00,tile4,15080
2025-04-27T11:38:16.499003+00:00,tile13,11693
2025-04-27T11:38:16.509571+00:00,tile10,-139939
2025-04-27T11:38:16.524942+00:00,tile9,192703
2025-04-27T11:38:17.030291+00:00,tile8,-224518
2025-04-27T11:38:17.038740+00:00,tile16,-172653
2025-04-27T11:38:17.044925+00:00,tile14,-290
2025-04-27T11:38:17.051887+00:00,tile1,-319890
2025-04-27T11:38:18.935356+00:00,tile11,184103
2025-04-27T11:38:18.939655+00:00,tile18,-6409
2025-04-27T11:38:18.944921+00:00,tile17,-299
2025-04-27T11:38:18.949991+00:00,tile2,-216856
2025-04-27T11:38:19.746995+00:00,tile3,-227670
2025-04-27T11:38:19.751914+00:00,tile15,-1428
2025-04-27T11:38:19.756951+00:00,tile5,-2832
2025-04-27T11:38:19.762814+00:00,tile9,-2037
2025-04-27T11:38:19.768835+00:00,tile9,192772
2025-04-27T11:38:19.773232+00:00,tile6,1789
2025-04-27T11:38:19.778129+00:00,tile4,15054
2025-04-27T11:38:24.651167+00:00,tile13,12060
2025-04-27T11:38:25.066144+00:00,tile10,-139901
2025-04-27T11:38:25.072692+00:00,tile9,192705
2025-04-27T11:38:26.313213+00:00,tile8,-223240
2025-04-27T11:38:26.671911+00:00,tile16,-172722
2025-04-27T11:38:26.679199+00:00,tile14,-292
2025-04-27T11:38:26.685347+00:00,tile1,-319823
2025-04-27T11:38:27.661330+00:00,tile11,184074
2025-04-27T11:38:27.666094+00:00,tile18,-6380
2025-04-27T11:38:27.866240+00:00,tile17,-311
2025-04-27T11:38:27.873757+00:00,tile2,-216782
2025-04-27T11:38:28.607332+00:00,tile15,-1427
2025-04-27T11:38:29.022516+00:00,tile3,-227668
